agency,as_of_date,window,completed_count,delay_count,delay_rate_raw,delay_rate_smoothed,mean_delay_months,median_delay_months,cost_obs_count,cost_overrun_count,cost_overrun_rate_raw,cost_overrun_rate_smoothed,mean_cost_overrun_pct,median_cost_overrun_pct,max_source_date
"(NATIONAL 
"25 K   EPC(MINISTRY 
OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2026-06,5y,1,1,1.0,0.9592074592074592,15.0,15.0,0,0,,0.567741935483871,,,2024-03
"25 K   EPC(MINISTRY 
OF ROAD TRANSPORT AND HIGHWAYS (STATE PWDS",2026-06,3y,1,1,1.0,0.8980815347721823,15.0,15.0,0,0,,0.567741935483871,,,2024-03
2500MW) AND KURNOOL (1000MW,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
2500MW) AND KURNOOL (1000MW,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
2500MW) AND KURNOOL (1000MW,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
2500MW) AND KURNOOL (1000MW,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
27.73 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
27.73 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
27.73 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
27.73 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
273.80 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
273.80 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
273.80 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
273.80 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
28.89 KM,2026-06,lifetime,1,0,,0.7884231536926148,,,0,0,,0.567741935483871,,,2018-03
28.89 KM,2026-06,10y,1,0,,0.8136482939632547,,,0,0,,0.567741935483871,,,2018-03
28.89 KM,2026-06,5y,0,0,,0.9871794871794872,,,0,0,,0.567741935483871,,,
28.89 KM,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
29.225,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
29.225,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
29.225,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
29.225,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
29.48 KM,2026-06,lifetime,1,1,1.0,0.9550898203592815,1.0,1.0,0,0,,0.567741935483871,,,2024-04
29.48 KM,2026-06,10y,1,1,1.0,0.9803149606299213,1.0,1.0,0,0,,0.567741935483871,,,2024-04
29.48 KM,2026-06,5y,1,1,1.0,0.9893162393162394,1.0,1.0,0,0,,0.567741935483871,,,2024-04
29.48 KM,2026-06,3y,1,1,1.0,1.0,1.0,1.0,0,0,,0.567741935483871,,,2024-04
299.2 KM),2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
299.2 KM),2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
299.2 KM),2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
299.2 KM),2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
2G,2026-06,lifetime,22,22,1.0,1.0,36.22727272727273,32.5,0,0,,0.567741935483871,,,2015-03
2G,2026-06,10y,0,0,,1.0,,,0,0,,0.567741935483871,,,
2G,2026-06,5y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
2G,2026-06,3y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
2G+3G,2026-06,lifetime,1,1,1.0,1.0,7.0,7.0,0,0,,0.567741935483871,,,2017-03
2G+3G,2026-06,10y,1,1,1.0,1.0,7.0,7.0,0,0,,0.567741935483871,,,2017-03
2G+3G,2026-06,5y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
2G+3G,2026-06,3y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
2L,2026-06,lifetime,1,1,1.0,0.9619358346927678,49.0,49.0,0,0,,0.567741935483871,,,2020-03
2L,2026-06,10y,1,1,1.0,0.9589416058394161,49.0,49.0,0,0,,0.567741935483871,,,2020-03
2L,2026-06,5y,0,0,,0.951048951048951,,,0,0,,0.567741935483871,,,
2L,2026-06,3y,0,0,,0.8776978417266187,,,0,0,,0.567741935483871,,,
2L+PS,2026-06,lifetime,1,1,1.0,0.9792408066429418,86.0,86.0,0,0,,0.567741935483871,,,2021-03
2L+PS,2026-06,10y,1,1,1.0,0.9806201550387597,86.0,86.0,0,0,,0.567741935483871,,,2021-03
2L+PS,2026-06,5y,0,0,,0.9704142011834319,,,0,0,,0.567741935483871,,,
2L+PS,2026-06,3y,0,0,,0.967741935483871,,,0,0,,0.567741935483871,,,
"2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS",2026-06,lifetime,1,0,0.0,0.16518737672583828,0.0,0.0,0,0,,0.567741935483871,,,2024-07
"2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS",2026-06,10y,1,0,0.0,0.17232510288065842,0.0,0.0,0,0,,0.5734265734265734,,,2024-07
"2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS",2026-06,5y,1,0,0.0,0.20833333333333334,0.0,0.0,0,0,,0.5538461538461539,,,2024-07
"2VUPS, MR-10 JUNCTION FLYOVER AND UNDERPASS",2026-06,3y,1,0,0.0,0.26212832550860715,0.0,0.0,0,0,,0.5221238938053098,,,2024-07
2X1000 MW] [SPV NAME POWERGRID KUDANKULAM TARNSMISSION LIMITED,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
2X1000 MW] [SPV NAME POWERGRID KUDANKULAM TARNSMISSION LIMITED,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
2X1000 MW] [SPV NAME POWERGRID KUDANKULAM TARNSMISSION LIMITED,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
2X1000 MW] [SPV NAME POWERGRID KUDANKULAM TARNSMISSION LIMITED,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
2X195 MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,56.0,56.0,0,0,,0.567741935483871,,,2017-09
2X195 MW,2026-06,10y,1,1,1.0,0.921875,56.0,56.0,0,0,,0.567741935483871,,,2017-09
2X195 MW,2026-06,5y,0,0,,0.9672131147540983,,,0,0,,0.567741935483871,,,
2X195 MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
2X500 MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,97.0,97.0,0,0,,0.567741935483871,,,2024-01
2X500 MW,2026-06,10y,1,1,1.0,0.921875,97.0,97.0,0,0,,0.567741935483871,,,2024-01
2X500 MW,2026-06,5y,1,1,1.0,0.9726775956284154,97.0,97.0,0,0,,0.567741935483871,,,2024-01
2X500 MW,2026-06,3y,1,1,1.0,0.8958333333333334,97.0,97.0,0,0,,0.567741935483871,,,2024-01
2X500MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,20.0,20.0,0,0,,0.567741935483871,,,2014-06
2X500MW,2026-06,10y,0,0,,0.90625,,,0,0,,0.567741935483871,,,
2X500MW,2026-06,5y,0,0,,0.9672131147540983,,,0,0,,0.567741935483871,,,
2X500MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
2X660 MW,2026-06,lifetime,2,2,1.0,0.916810097532989,39.5,39.5,0,0,,0.567741935483871,,,2021-08
2X660 MW,2026-06,10y,2,2,1.0,0.9330357142857143,39.5,39.5,0,0,,0.567741935483871,,,2021-08
2X660 MW,2026-06,5y,2,2,1.0,0.9765807962529275,39.5,39.5,0,0,,0.567741935483871,,,2021-08
2X660 MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
2X800,2026-06,lifetime,1,1,1.0,0.9029451137884873,2.0,2.0,0,0,,0.567741935483871,,,2017-06
2X800,2026-06,10y,1,1,1.0,0.921875,2.0,2.0,0,0,,0.567741935483871,,,2017-06
2X800,2026-06,5y,0,0,,0.9672131147540983,,,0,0,,0.567741935483871,,,
2X800,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
2X800 MW,2026-06,lifetime,2,2,1.0,0.967373572593801,24.0,24.0,0,0,,0.567741935483871,,,2021-08
2X800 MW,2026-06,10y,2,2,1.0,0.9648070907194995,24.0,24.0,0,0,,0.567741935483871,,,2021-08
2X800 MW,2026-06,5y,1,1,1.0,0.9592074592074592,32.0,32.0,0,0,,0.567741935483871,,,2021-08
2X800 MW,2026-06,3y,0,0,,0.8776978417266187,,,0,0,,0.567741935483871,,,
3,2026-06,lifetime,1,1,1.0,0.9038461538461539,15.0,15.0,0,0,,0.567741935483871,,,2015-03
3,2026-06,10y,0,0,,1.0,,,0,0,,0.567741935483871,,,
3,2026-06,5y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
3,2026-06,3y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
3.0 MTY,2026-06,lifetime,2,2,1.0,0.9667774086378739,72.5,72.5,0,0,,0.567741935483871,,,2019-07
3.0 MTY,2026-06,10y,2,2,1.0,0.9523809523809524,72.5,72.5,0,0,,0.567741935483871,,,2019-07
3.0 MTY,2026-06,5y,0,0,,1.0,,,0,0,,0.567741935483871,,,
3.0 MTY,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
3.20 MTY,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
3.20 MTY,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
3.20 MTY,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
3.20 MTY,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
3.5 MTY,2026-06,lifetime,2,2,1.0,0.9667774086378739,54.0,54.0,0,0,,0.567741935483871,,,2022-05
3.5 MTY,2026-06,10y,1,1,1.0,0.9444444444444445,98.0,98.0,0,0,,0.567741935483871,,,2022-05
3.5 MTY,2026-06,5y,1,1,1.0,1.0,98.0,98.0,0,0,,0.567741935483871,,,2022-05
3.5 MTY,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
31.2 KM) (PB#72/NR/2022-23,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
31.2 KM) (PB#72/NR/2022-23,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
31.2 KM) (PB#72/NR/2022-23,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
31.2 KM) (PB#72/NR/2022-23,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
32.84 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
32.84 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
32.84 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
32.84 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
33 KM,2026-06,lifetime,1,1,1.0,0.9550898203592815,2.0,2.0,0,0,,0.567741935483871,,,2024-04
33 KM,2026-06,10y,1,1,1.0,0.9803149606299213,2.0,2.0,0,0,,0.567741935483871,,,2024-04
33 KM,2026-06,5y,1,1,1.0,0.9893162393162394,2.0,2.0,0,0,,0.567741935483871,,,2024-04
33 KM,2026-06,3y,1,1,1.0,1.0,2.0,2.0,0,0,,0.567741935483871,,,2024-04
330,2026-06,lifetime,1,1,1.0,0.9619358346927678,41.0,41.0,0,0,,0.567741935483871,,,2020-03
330,2026-06,10y,1,1,1.0,0.9589416058394161,41.0,41.0,0,0,,0.567741935483871,,,2020-03
330,2026-06,5y,0,0,,0.951048951048951,,,0,0,,0.567741935483871,,,
330,2026-06,3y,0,0,,0.8776978417266187,,,0,0,,0.567741935483871,,,
34 KM,2026-06,lifetime,1,1,1.0,0.9550898203592815,39.0,39.0,0,0,,0.567741935483871,,,2022-03
34 KM,2026-06,10y,1,1,1.0,0.9803149606299213,39.0,39.0,0,0,,0.567741935483871,,,2022-03
34 KM,2026-06,5y,1,1,1.0,0.9893162393162394,39.0,39.0,0,0,,0.567741935483871,,,2022-03
34 KM,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
38 KM,2026-06,lifetime,1,1,1.0,0.9550898203592815,22.0,22.0,0,0,,0.567741935483871,,,2023-10
38 KM,2026-06,10y,1,1,1.0,0.9803149606299213,22.0,22.0,0,0,,0.567741935483871,,,2023-10
38 KM,2026-06,5y,1,1,1.0,0.9893162393162394,22.0,22.0,0,0,,0.567741935483871,,,2023-10
38 KM,2026-06,3y,1,1,1.0,1.0,22.0,22.0,0,0,,0.567741935483871,,,2023-10
39.1 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
39.1 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
39.1 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
39.1 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
3G,2026-06,lifetime,1,1,1.0,0.9619358346927678,45.0,45.0,0,0,,0.567741935483871,,,2021-03
3G,2026-06,10y,1,1,1.0,0.9589416058394161,45.0,45.0,0,0,,0.567741935483871,,,2021-03
3G,2026-06,5y,0,0,,0.951048951048951,,,0,0,,0.567741935483871,,,
3G,2026-06,3y,0,0,,0.8776978417266187,,,0,0,,0.567741935483871,,,
3X110 MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,26.0,26.0,0,0,,0.567741935483871,,,2018-03
3X110 MW,2026-06,10y,1,1,1.0,0.921875,26.0,26.0,0,0,,0.567741935483871,,,2018-03
3X110 MW,2026-06,5y,0,0,,0.9672131147540983,,,0,0,,0.567741935483871,,,
3X110 MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
3X660 MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,48.0,48.0,0,0,,0.567741935483871,,,2022-05
3X660 MW,2026-06,10y,1,1,1.0,0.921875,48.0,48.0,0,0,,0.567741935483871,,,2022-05
3X660 MW,2026-06,5y,1,1,1.0,0.9726775956284154,48.0,48.0,0,0,,0.567741935483871,,,2022-05
3X660 MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
"4 TO 10 MTPA,6MTPA 
INCREMENTAL",2026-06,lifetime,1,1,1.0,0.9612403100775194,13.0,13.0,0,0,,0.567741935483871,,,2019-04
"4 TO 10 MTPA,6MTPA 
INCREMENTAL",2026-06,10y,1,1,1.0,0.9444444444444445,13.0,13.0,0,0,,0.567741935483871,,,2019-04
"4 TO 10 MTPA,6MTPA 
INCREMENTAL",2026-06,5y,0,0,,1.0,,,0,0,,0.567741935483871,,,
"4 TO 10 MTPA,6MTPA 
INCREMENTAL",2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
"40 C CATEGORY 
STATIONS",2026-06,lifetime,1,1,1.0,0.9619358346927678,40.0,40.0,0,0,,0.567741935483871,,,2022-03
"40 C CATEGORY 
STATIONS",2026-06,10y,1,1,1.0,0.9589416058394161,40.0,40.0,0,0,,0.567741935483871,,,2022-03
"40 C CATEGORY 
STATIONS",2026-06,5y,1,1,1.0,0.9592074592074592,40.0,40.0,0,0,,0.567741935483871,,,2022-03
"40 C CATEGORY 
STATIONS",2026-06,3y,0,0,,0.8776978417266187,,,0,0,,0.567741935483871,,,
40 CHL,2026-06,lifetime,1,1,1.0,1.0,36.0,36.0,0,0,,0.567741935483871,,,2012-03
40 CHL,2026-06,10y,0,0,,1.0,,,0,0,,0.567741935483871,,,
40 CHL,2026-06,5y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
40 CHL,2026-06,3y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
40 KM,2026-06,lifetime,1,0,,0.7884231536926148,,,0,0,,0.567741935483871,,,2022-03
40 KM,2026-06,10y,1,0,,0.8136482939632547,,,0,0,,0.567741935483871,,,2022-03
40 KM,2026-06,5y,1,0,,0.8226495726495727,,,0,0,,0.567741935483871,,,2022-03
40 KM,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
412 MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,36.0,36.0,0,0,,0.567741935483871,,,2015-03
412 MW,2026-06,10y,0,0,,0.90625,,,0,0,,0.567741935483871,,,
412 MW,2026-06,5y,0,0,,0.9672131147540983,,,0,0,,0.567741935483871,,,
412 MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
42.81 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
42.81 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
42.81 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
42.81 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
46.96 KM,2026-06,lifetime,1,0,,0.7884231536926148,,,0,0,,0.567741935483871,,,2018-04
46.96 KM,2026-06,10y,1,0,,0.8136482939632547,,,0,0,,0.567741935483871,,,2018-04
46.96 KM,2026-06,5y,0,0,,0.9871794871794872,,,0,0,,0.567741935483871,,,
46.96 KM,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
46KM,2026-06,lifetime,1,1,1.0,0.9550898203592815,27.0,27.0,0,0,,0.567741935483871,,,2022-03
46KM,2026-06,10y,1,1,1.0,0.9803149606299213,27.0,27.0,0,0,,0.567741935483871,,,2022-03
46KM,2026-06,5y,1,1,1.0,0.9893162393162394,27.0,27.0,0,0,,0.567741935483871,,,2022-03
46KM,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
48.90 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
48.90 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
48.90 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
48.90 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
4L,2026-06,lifetime,4,4,1.0,0.9861605377619611,80.5,81.5,0,0,,0.567741935483871,,,2023-09
4L,2026-06,10y,4,4,1.0,0.9870801033591731,80.5,81.5,0,0,,0.567741935483871,,,2023-09
4L,2026-06,5y,1,1,1.0,0.97534516765286,101.0,101.0,0,0,,0.567741935483871,,,2023-09
4L,2026-06,3y,1,1,1.0,0.9731182795698925,101.0,101.0,0,0,,0.567741935483871,,,2023-09
4X130MW,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
4X130MW,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
4X130MW,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
4X130MW,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
4X200 MW,2026-06,lifetime,1,0,0.0,0.16518737672583828,0.0,0.0,0,0,,0.567741935483871,,,2009-09
4X200 MW,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
4X200 MW,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
4X200 MW,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
4X250 MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,118.0,118.0,0,0,,0.567741935483871,,,2022-05
4X250 MW,2026-06,10y,1,1,1.0,0.921875,118.0,118.0,0,0,,0.567741935483871,,,2022-05
4X250 MW,2026-06,5y,1,1,1.0,0.9726775956284154,118.0,118.0,0,0,,0.567741935483871,,,2022-05
4X250 MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
4X40 MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,83.0,83.0,0,0,,0.567741935483871,,,2016-08
4X40 MW,2026-06,10y,1,1,1.0,0.921875,83.0,83.0,0,0,,0.567741935483871,,,2016-08
4X40 MW,2026-06,5y,0,0,,0.9672131147540983,,,0,0,,0.567741935483871,,,
4X40 MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
5.00 MTY,2026-06,lifetime,1,1,1.0,0.9612403100775194,34.0,34.0,0,0,,0.567741935483871,,,2021-01
5.00 MTY,2026-06,10y,1,1,1.0,0.9444444444444445,34.0,34.0,0,0,,0.567741935483871,,,2021-01
5.00 MTY,2026-06,5y,0,0,,1.0,,,0,0,,0.567741935483871,,,
5.00 MTY,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
50.1 KM,2026-06,lifetime,1,1,1.0,0.9550898203592815,36.0,36.0,0,0,,0.567741935483871,,,2023-03
50.1 KM,2026-06,10y,1,1,1.0,0.9803149606299213,36.0,36.0,0,0,,0.567741935483871,,,2023-03
50.1 KM,2026-06,5y,1,1,1.0,0.9893162393162394,36.0,36.0,0,0,,0.567741935483871,,,2023-03
50.1 KM,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
51 MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,9.0,9.0,0,0,,0.567741935483871,,,2015-09
51 MW,2026-06,10y,0,0,,0.90625,,,0,0,,0.567741935483871,,,
51 MW,2026-06,5y,0,0,,0.9672131147540983,,,0,0,,0.567741935483871,,,
51 MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
51.65 KM,2026-06,lifetime,1,1,1.0,0.9550898203592815,3.0,3.0,0,0,,0.567741935483871,,,2022-03
51.65 KM,2026-06,10y,1,1,1.0,0.9803149606299213,3.0,3.0,0,0,,0.567741935483871,,,2022-03
51.65 KM,2026-06,5y,1,1,1.0,0.9893162393162394,3.0,3.0,0,0,,0.567741935483871,,,2022-03
51.65 KM,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
54.83 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
54.83 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
54.83 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
54.83 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
56.15 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
56.15 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
56.15 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
56.15 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
6,2026-06,lifetime,1,1,1.0,0.9038461538461539,12.0,12.0,0,0,,0.567741935483871,,,2015-03
6,2026-06,10y,0,0,,1.0,,,0,0,,0.567741935483871,,,
6,2026-06,5y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
6,2026-06,3y,0,0,,0.8277999114652501,,,0,0,,0.567741935483871,,,
6.0 MTPA,2026-06,lifetime,1,1,1.0,0.9612403100775194,2.0,2.0,0,0,,0.567741935483871,,,2014-05
6.0 MTPA,2026-06,10y,0,0,,0.9333333333333333,,,0,0,,0.567741935483871,,,
6.0 MTPA,2026-06,5y,0,0,,1.0,,,0,0,,0.567741935483871,,,
6.0 MTPA,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
6.00 MTY,2026-06,lifetime,1,0,0.0,0.7945736434108528,0.0,0.0,0,0,,0.567741935483871,,,2020-12
6.00 MTY,2026-06,10y,1,0,0.0,0.7777777777777778,0.0,0.0,0,0,,0.567741935483871,,,2020-12
6.00 MTY,2026-06,5y,0,0,,1.0,,,0,0,,0.567741935483871,,,
6.00 MTY,2026-06,3y,0,0,,1.0,,,0,0,,0.567741935483871,,,
6.59 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
6.59 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
6.59 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
6.59 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
60 KIMS.,2026-06,lifetime,1,1,1.0,0.9619358346927678,251.0,251.0,0,0,,0.567741935483871,,,2020-03
60 KIMS.,2026-06,10y,1,1,1.0,0.9589416058394161,251.0,251.0,0,0,,0.567741935483871,,,2020-03
60 KIMS.,2026-06,5y,0,0,,0.951048951048951,,,0,0,,0.567741935483871,,,
60 KIMS.,2026-06,3y,0,0,,0.8776978417266187,,,0,0,,0.567741935483871,,,
60MW,2026-06,lifetime,1,1,1.0,0.9029451137884873,140.0,140.0,0,0,,0.567741935483871,,,2018-03
60MW,2026-06,10y,1,1,1.0,0.921875,140.0,140.0,0,0,,0.567741935483871,,,2018-03
60MW,2026-06,5y,0,0,,0.9672131147540983,,,0,0,,0.567741935483871,,,
60MW,2026-06,3y,0,0,,0.875,,,0,0,,0.567741935483871,,,
61,2026-06,lifetime,3,3,1.0,0.9844306049822064,46.333333333333336,40.0,0,0,,0.567741935483871,,,2023-02
61,2026-06,10y,3,3,1.0,0.9854651162790697,46.333333333333336,40.0,0,0,,0.567741935483871,,,2023-02
61,2026-06,5y,1,1,1.0,0.97534516765286,59.0,59.0,0,0,,0.567741935483871,,,2023-02
61,2026-06,3y,0,0,,0.967741935483871,,,0,0,,0.567741935483871,,,
628 KM,2026-06,lifetime,1,0,,0.7952691680261011,,,0,0,,0.567741935483871,,,2018-03
628 KM,2026-06,10y,1,0,,0.7922749391727494,,,0,0,,0.567741935483871,,,2018-03
628 KM,2026-06,5y,0,0,,0.951048951048951,,,0,0,,0.567741935483871,,,
628 KM,2026-06,3y,0,0,,0.8776978417266187,,,0,0,,0.567741935483871,,,
66 MW,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
66 MW,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
66 MW,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
66 MW,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
66.55 KM,2026-06,lifetime,1,1,1.0,0.9619358346927678,96.0,96.0,0,0,,0.567741935483871,,,2020-03
66.55 KM,2026-06,10y,1,1,1.0,0.9589416058394161,96.0,96.0,0,0,,0.567741935483871,,,2020-03
66.55 KM,2026-06,5y,0,0,,0.951048951048951,,,0,0,,0.567741935483871,,,
66.55 KM,2026-06,3y,0,0,,0.8776978417266187,,,0,0,,0.567741935483871,,,
67.20 KM,2026-06,lifetime,0,0,,0.19822485207100593,,,0,0,,0.567741935483871,,,
67.20 KM,2026-06,10y,0,0,,0.20679012345679013,,,0,0,,0.5734265734265734,,,
67.20 KM,2026-06,5y,0,0,,0.25,,,0,0,,0.5538461538461539,,,
67.20 KM,2026-06,3y,0,0,,0.3145539906103286,,,0,0,,0.5221238938053098,,,
6MTY,2026-06,lifetime,1,1,1.0,0.9612403100775194,37.0,37.0,0,0,,0.567741935483871,,,2024-04
6MTY,2026-06,10y,1,1,1.0,0.9444444444444445,37.0,37.0,0,0,,0.567741935483871,,,2024-04
6MTY,2026-06,5y,1,1,1.0,1.0,37.0,37.0,0,0,,0.567741935483871,,,2024-04
6MTY,2026-06,3y,1,1,1.0,1.0,37.0,37.0,0,0,,0.567741935483871,,,2024-04
