sector,as_of_date,window,completed_count,delay_count,delay_rate_raw,mean_delay_months,median_delay_months,cost_obs_count,cost_overrun_count,cost_overrun_rate_raw,mean_cost_overrun_pct,median_cost_overrun_pct,max_source_date
STEEL,2025-07,lifetime,45,42,0.9767441860465116,32.116279069767444,30.0,0,0,,,,2023-09
STEEL,2025-07,10y,31,31,1.0,35.935483870967744,36.0,0,0,,,,2023-09
STEEL,2025-07,5y,11,11,1.0,46.36363636363637,40.0,0,0,,,,2023-09
STEEL,2025-07,3y,2,2,1.0,71.5,71.5,0,0,,,,2023-09
TELECOMMUNICATIONS,2025-07,lifetime,61,61,1.0,34.950819672131146,29.0,0,0,,,,2020-03
TELECOMMUNICATIONS,2025-07,10y,9,9,1.0,17.88888888888889,11.0,0,0,,,,2020-03
TELECOMMUNICATIONS,2025-07,5y,0,0,,,,0,0,,,,
TELECOMMUNICATIONS,2025-07,3y,0,0,,,,0,0,,,,
UNKNOWN,2025-07,lifetime,247,4,0.016194331983805668,-21.704453441295545,-8.0,100,63,0.63,9.569467710078197,5.5212961773438645,2025-06
UNKNOWN,2025-07,10y,235,4,0.01702127659574468,-15.208510638297872,-7.0,89,58,0.651685393258427,13.61730943479678,6.527370790334228,2025-06
UNKNOWN,2025-07,5y,189,4,0.021164021164021163,-13.005291005291005,-8.0,81,52,0.6419753086419753,14.847785950845994,5.978158029897551,2025-06
UNKNOWN,2025-07,3y,149,4,0.026845637583892617,-11.12751677852349,-10.0,67,40,0.5970149253731343,11.498419973962127,5.313573883161514,2025-06
URBAN DEVELOPMENT,2025-07,lifetime,33,31,0.96875,39.5,34.5,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-07,10y,31,29,0.9666666666666667,39.3,34.5,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-07,5y,13,12,1.0,41.75,32.0,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-07,3y,3,3,1.0,40.666666666666664,26.0,0,0,,,,2024-03
WATER RESOURCES,2025-07,lifetime,9,9,1.0,17.77777777777778,19.0,0,0,,,,2022-03
WATER RESOURCES,2025-07,10y,9,9,1.0,17.77777777777778,19.0,0,0,,,,2022-03
WATER RESOURCES,2025-07,5y,8,8,1.0,19.25,20.5,0,0,,,,2022-03
WATER RESOURCES,2025-07,3y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-08,lifetime,1,1,1.0,22.0,22.0,0,0,,,,2013-02
ATOMIC ENERGY,2025-08,10y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-08,5y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-08,3y,0,0,,,,0,0,,,,
CENTRAL SECTOR,2025-08,lifetime,674,585,0.9543230016313213,44.35562805872757,40.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-08,10y,609,523,0.9509090909090909,44.52909090909091,41.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-08,5y,470,414,0.9517241379310345,41.95862068965517,40.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-08,3y,339,291,0.9356913183279743,38.28617363344051,39.0,0,0,,,,2024-04
CIVIL AVIATION,2025-08,lifetime,12,12,1.0,40.416666666666664,33.0,0,0,,,,2022-11
CIVIL AVIATION,2025-08,10y,7,7,1.0,55.57142857142857,41.0,0,0,,,,2022-11
CIVIL AVIATION,2025-08,5y,2,2,1.0,88.5,88.5,0,0,,,,2022-11
CIVIL AVIATION,2025-08,3y,1,1,1.0,41.0,41.0,0,0,,,,2022-11
COAL,2025-08,lifetime,43,41,0.9534883720930233,41.46511627906977,33.0,0,0,,,,2024-04
COAL,2025-08,10y,36,34,0.9444444444444444,44.44444444444444,35.5,0,0,,,,2024-04
COAL,2025-08,5y,18,17,0.9444444444444444,45.166666666666664,33.0,0,0,,,,2024-04
COAL,2025-08,3y,6,6,1.0,52.166666666666664,35.0,0,0,,,,2024-04
DEFENCE,2025-08,lifetime,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-08,10y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-08,5y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-08,3y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
HEALTH AND FAMILY WELFARE,2025-08,lifetime,17,17,1.0,55.76470588235294,57.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-08,10y,17,17,1.0,55.76470588235294,57.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-08,5y,13,13,1.0,64.6923076923077,63.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-08,3y,13,13,1.0,64.6923076923077,63.0,0,0,,,,2024-02
MINES,2025-08,lifetime,3,3,1.0,20.0,12.0,0,0,,,,2017-11
MINES,2025-08,10y,2,2,1.0,12.0,12.0,0,0,,,,2017-11
MINES,2025-08,5y,0,0,,,,0,0,,,,
MINES,2025-08,3y,0,0,,,,0,0,,,,
PETROLEUM,2025-08,lifetime,302,260,0.87248322147651,19.174496644295303,18.0,0,0,,,,2024-05
PETROLEUM,2025-08,10y,225,188,0.8392857142857143,17.116071428571427,17.0,0,0,,,,2024-05
PETROLEUM,2025-08,5y,134,110,0.8270676691729323,14.80451127819549,18.0,0,0,,,,2024-05
PETROLEUM,2025-08,3y,85,64,0.7619047619047619,12.30952380952381,20.0,0,0,,,,2024-05
PORTS,2025-08,lifetime,1,1,1.0,26.0,26.0,0,0,,,,2017-05
PORTS,2025-08,10y,1,1,1.0,26.0,26.0,0,0,,,,2017-05
PORTS,2025-08,5y,0,0,,,,0,0,,,,
PORTS,2025-08,3y,0,0,,,,0,0,,,,
POWER,2025-08,lifetime,249,220,0.8835341365461847,28.04016064257028,20.0,0,0,,,,2024-04
POWER,2025-08,10y,175,158,0.9028571428571428,32.63428571428572,25.0,0,0,,,,2024-04
POWER,2025-08,5y,64,62,0.96875,37.890625,28.0,0,0,,,,2024-04
POWER,2025-08,3y,22,20,0.9090909090909091,29.954545454545453,20.5,0,0,,,,2024-04
RAILWAYS,2025-08,lifetime,197,158,0.9461077844311377,67.30538922155688,48.0,0,0,,,,2024-04
RAILWAYS,2025-08,10y,148,125,0.9765625,72.1953125,48.0,0,0,,,,2024-04
RAILWAYS,2025-08,5y,84,77,0.9871794871794872,63.794871794871796,38.0,0,0,,,,2024-04
RAILWAYS,2025-08,3y,35,30,0.967741935483871,64.61290322580645,43.0,0,0,,,,2024-04
ROAD TRANSPORT & HIGHWAYS,2025-08,lifetime,66,64,1.0,41.75,40.5,0,0,,,,2013-03
ROAD TRANSPORT & HIGHWAYS,2025-08,10y,0,0,,,,0,0,,,,
ROAD TRANSPORT & HIGHWAYS,2025-08,5y,0,0,,,,0,0,,,,
ROAD TRANSPORT & HIGHWAYS,2025-08,3y,0,0,,,,0,0,,,,
ROAD TRANSPORT AND HIGHWAYS,2025-08,lifetime,304,274,0.9750889679715302,52.8220640569395,48.0,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-08,10y,297,268,0.9781021897810219,53.25912408759124,48.0,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-08,5y,215,189,0.9742268041237113,54.95360824742268,49.5,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-08,3y,163,144,0.972972972972973,51.1554054054054,49.0,0,0,,,,2024-04
SHIPPING,2025-08,lifetime,26,23,0.8846153846153846,31.307692307692307,14.0,0,0,,,,2018-03
SHIPPING,2025-08,10y,3,3,1.0,40.0,11.0,0,0,,,,2018-03
SHIPPING,2025-08,5y,0,0,,,,0,0,,,,
SHIPPING,2025-08,3y,0,0,,,,0,0,,,,
STEEL,2025-08,lifetime,45,42,0.9767441860465116,32.116279069767444,30.0,0,0,,,,2023-09
STEEL,2025-08,10y,30,30,1.0,34.8,35.5,0,0,,,,2023-09
STEEL,2025-08,5y,11,11,1.0,46.36363636363637,40.0,0,0,,,,2023-09
STEEL,2025-08,3y,2,2,1.0,71.5,71.5,0,0,,,,2023-09
TELECOMMUNICATIONS,2025-08,lifetime,61,61,1.0,34.950819672131146,29.0,0,0,,,,2020-03
TELECOMMUNICATIONS,2025-08,10y,9,9,1.0,17.88888888888889,11.0,0,0,,,,2020-03
TELECOMMUNICATIONS,2025-08,5y,0,0,,,,0,0,,,,
TELECOMMUNICATIONS,2025-08,3y,0,0,,,,0,0,,,,
UNKNOWN,2025-08,lifetime,250,4,0.016,-21.484,-8.0,100,63,0.63,9.569467710078197,5.5212961773438645,2025-07
UNKNOWN,2025-08,10y,238,4,0.01680672268907563,-15.058823529411764,-6.5,89,58,0.651685393258427,13.61730943479678,6.527370790334228,2025-07
UNKNOWN,2025-08,5y,192,4,0.020833333333333332,-12.854166666666666,-8.0,81,52,0.6419753086419753,14.847785950845994,5.978158029897551,2025-07
UNKNOWN,2025-08,3y,150,4,0.02666666666666667,-11.12,-10.0,67,40,0.5970149253731343,11.498419973962127,5.313573883161514,2025-07
URBAN DEVELOPMENT,2025-08,lifetime,33,31,0.96875,39.5,34.5,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-08,10y,31,29,0.9666666666666667,39.3,34.5,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-08,5y,13,12,1.0,41.75,32.0,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-08,3y,3,3,1.0,40.666666666666664,26.0,0,0,,,,2024-03
WATER RESOURCES,2025-08,lifetime,9,9,1.0,17.77777777777778,19.0,0,0,,,,2022-03
WATER RESOURCES,2025-08,10y,9,9,1.0,17.77777777777778,19.0,0,0,,,,2022-03
WATER RESOURCES,2025-08,5y,8,8,1.0,19.25,20.5,0,0,,,,2022-03
WATER RESOURCES,2025-08,3y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-09,lifetime,1,1,1.0,22.0,22.0,0,0,,,,2013-02
ATOMIC ENERGY,2025-09,10y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-09,5y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-09,3y,0,0,,,,0,0,,,,
CENTRAL SECTOR,2025-09,lifetime,674,585,0.9543230016313213,44.35562805872757,40.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-09,10y,609,523,0.9509090909090909,44.52909090909091,41.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-09,5y,470,414,0.9517241379310345,41.95862068965517,40.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-09,3y,339,291,0.9356913183279743,38.28617363344051,39.0,0,0,,,,2024-04
CIVIL AVIATION,2025-09,lifetime,12,12,1.0,40.416666666666664,33.0,0,0,,,,2022-11
CIVIL AVIATION,2025-09,10y,6,6,1.0,60.5,52.5,0,0,,,,2022-11
CIVIL AVIATION,2025-09,5y,2,2,1.0,88.5,88.5,0,0,,,,2022-11
CIVIL AVIATION,2025-09,3y,1,1,1.0,41.0,41.0,0,0,,,,2022-11
COAL,2025-09,lifetime,43,41,0.9534883720930233,41.46511627906977,33.0,0,0,,,,2024-04
COAL,2025-09,10y,35,33,0.9428571428571428,43.6,34.0,0,0,,,,2024-04
COAL,2025-09,5y,17,16,0.9411764705882353,41.88235294117647,33.0,0,0,,,,2024-04
COAL,2025-09,3y,6,6,1.0,52.166666666666664,35.0,0,0,,,,2024-04
DEFENCE,2025-09,lifetime,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-09,10y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-09,5y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-09,3y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
HEALTH AND FAMILY WELFARE,2025-09,lifetime,17,17,1.0,55.76470588235294,57.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-09,10y,17,17,1.0,55.76470588235294,57.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-09,5y,13,13,1.0,64.6923076923077,63.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-09,3y,13,13,1.0,64.6923076923077,63.0,0,0,,,,2024-02
MINES,2025-09,lifetime,3,3,1.0,20.0,12.0,0,0,,,,2017-11
MINES,2025-09,10y,2,2,1.0,12.0,12.0,0,0,,,,2017-11
MINES,2025-09,5y,0,0,,,,0,0,,,,
MINES,2025-09,3y,0,0,,,,0,0,,,,
PETROLEUM,2025-09,lifetime,302,260,0.87248322147651,19.174496644295303,18.0,0,0,,,,2024-05
PETROLEUM,2025-09,10y,221,184,0.8363636363636363,16.436363636363637,17.0,0,0,,,,2024-05
PETROLEUM,2025-09,5y,130,106,0.8217054263565892,14.51937984496124,19.0,0,0,,,,2024-05
PETROLEUM,2025-09,3y,79,58,0.7435897435897436,10.474358974358974,20.0,0,0,,,,2024-05
PORTS,2025-09,lifetime,1,1,1.0,26.0,26.0,0,0,,,,2017-05
PORTS,2025-09,10y,1,1,1.0,26.0,26.0,0,0,,,,2017-05
PORTS,2025-09,5y,0,0,,,,0,0,,,,
PORTS,2025-09,3y,0,0,,,,0,0,,,,
POWER,2025-09,lifetime,249,220,0.8835341365461847,28.04016064257028,20.0,0,0,,,,2024-04
POWER,2025-09,10y,174,157,0.9022988505747126,32.58620689655172,25.0,0,0,,,,2024-04
POWER,2025-09,5y,61,59,0.9672131147540983,37.885245901639344,28.0,0,0,,,,2024-04
POWER,2025-09,3y,22,20,0.9090909090909091,29.954545454545453,20.5,0,0,,,,2024-04
RAILWAYS,2025-09,lifetime,197,158,0.9461077844311377,67.30538922155688,48.0,0,0,,,,2024-04
RAILWAYS,2025-09,10y,148,125,0.9765625,72.1953125,48.0,0,0,,,,2024-04
RAILWAYS,2025-09,5y,84,77,0.9871794871794872,63.794871794871796,38.0,0,0,,,,2024-04
RAILWAYS,2025-09,3y,35,30,0.967741935483871,64.61290322580645,43.0,0,0,,,,2024-04
ROAD TRANSPORT & HIGHWAYS,2025-09,lifetime,66,64,1.0,41.75,40.5,0,0,,,,2013-03
ROAD TRANSPORT & HIGHWAYS,2025-09,10y,0,0,,,,0,0,,,,
ROAD TRANSPORT & HIGHWAYS,2025-09,5y,0,0,,,,0,0,,,,
ROAD TRANSPORT & HIGHWAYS,2025-09,3y,0,0,,,,0,0,,,,
ROAD TRANSPORT AND HIGHWAYS,2025-09,lifetime,304,274,0.9750889679715302,52.8220640569395,48.0,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-09,10y,297,268,0.9781021897810219,53.25912408759124,48.0,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-09,5y,215,189,0.9742268041237113,54.95360824742268,49.5,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-09,3y,160,141,0.9724137931034482,50.62068965517241,49.0,0,0,,,,2024-04
SHIPPING,2025-09,lifetime,26,23,0.8846153846153846,31.307692307692307,14.0,0,0,,,,2018-03
SHIPPING,2025-09,10y,3,3,1.0,40.0,11.0,0,0,,,,2018-03
SHIPPING,2025-09,5y,0,0,,,,0,0,,,,
SHIPPING,2025-09,3y,0,0,,,,0,0,,,,
STEEL,2025-09,lifetime,45,42,0.9767441860465116,32.116279069767444,30.0,0,0,,,,2023-09
STEEL,2025-09,10y,30,30,1.0,34.8,35.5,0,0,,,,2023-09
STEEL,2025-09,5y,11,11,1.0,46.36363636363637,40.0,0,0,,,,2023-09
STEEL,2025-09,3y,2,2,1.0,71.5,71.5,0,0,,,,2023-09
TELECOMMUNICATIONS,2025-09,lifetime,61,61,1.0,34.950819672131146,29.0,0,0,,,,2020-03
TELECOMMUNICATIONS,2025-09,10y,9,9,1.0,17.88888888888889,11.0,0,0,,,,2020-03
TELECOMMUNICATIONS,2025-09,5y,0,0,,,,0,0,,,,
TELECOMMUNICATIONS,2025-09,3y,0,0,,,,0,0,,,,
UNKNOWN,2025-09,lifetime,254,6,0.023622047244094488,-19.929133858267715,-7.5,102,63,0.6176470588235294,9.381831088311959,4.972882757538224,2025-08
UNKNOWN,2025-09,10y,242,6,0.024793388429752067,-13.53305785123967,-5.5,91,58,0.6373626373626373,13.31802790875729,5.978158029897551,2025-08
UNKNOWN,2025-09,5y,194,6,0.030927835051546393,-10.804123711340207,-8.0,82,51,0.6219512195121951,14.666347910063516,5.8535882507118835,2025-08
UNKNOWN,2025-09,3y,153,6,0.0392156862745098,-8.588235294117647,-10.0,68,39,0.5735294117647058,10.28272495510823,4.0827474339118375,2025-08
URBAN DEVELOPMENT,2025-09,lifetime,33,31,0.96875,39.5,34.5,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-09,10y,31,29,0.9666666666666667,39.3,34.5,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-09,5y,12,11,1.0,41.0,28.0,0,0,,,,2024-03
URBAN DEVELOPMENT,2025-09,3y,3,3,1.0,40.666666666666664,26.0,0,0,,,,2024-03
WATER RESOURCES,2025-09,lifetime,9,9,1.0,17.77777777777778,19.0,0,0,,,,2022-03
WATER RESOURCES,2025-09,10y,9,9,1.0,17.77777777777778,19.0,0,0,,,,2022-03
WATER RESOURCES,2025-09,5y,8,8,1.0,19.25,20.5,0,0,,,,2022-03
WATER RESOURCES,2025-09,3y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-10,lifetime,1,1,1.0,22.0,22.0,0,0,,,,2013-02
ATOMIC ENERGY,2025-10,10y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-10,5y,0,0,,,,0,0,,,,
ATOMIC ENERGY,2025-10,3y,0,0,,,,0,0,,,,
CENTRAL SECTOR,2025-10,lifetime,674,585,0.9543230016313213,44.35562805872757,40.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-10,10y,609,523,0.9509090909090909,44.52909090909091,41.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-10,5y,470,414,0.9517241379310345,41.95862068965517,40.0,0,0,,,,2024-04
CENTRAL SECTOR,2025-10,3y,339,291,0.9356913183279743,38.28617363344051,39.0,0,0,,,,2024-04
CIVIL AVIATION,2025-10,lifetime,12,12,1.0,40.416666666666664,33.0,0,0,,,,2022-11
CIVIL AVIATION,2025-10,10y,6,6,1.0,60.5,52.5,0,0,,,,2022-11
CIVIL AVIATION,2025-10,5y,2,2,1.0,88.5,88.5,0,0,,,,2022-11
CIVIL AVIATION,2025-10,3y,1,1,1.0,41.0,41.0,0,0,,,,2022-11
COAL,2025-10,lifetime,43,41,0.9534883720930233,41.46511627906977,33.0,0,0,,,,2024-04
COAL,2025-10,10y,35,33,0.9428571428571428,43.6,34.0,0,0,,,,2024-04
COAL,2025-10,5y,17,16,0.9411764705882353,41.88235294117647,33.0,0,0,,,,2024-04
COAL,2025-10,3y,6,6,1.0,52.166666666666664,35.0,0,0,,,,2024-04
DEFENCE,2025-10,lifetime,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-10,10y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-10,5y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
DEFENCE,2025-10,3y,1,1,1.0,50.0,50.0,0,0,,,,2024-04
HEALTH AND FAMILY WELFARE,2025-10,lifetime,17,17,1.0,55.76470588235294,57.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-10,10y,17,17,1.0,55.76470588235294,57.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-10,5y,13,13,1.0,64.6923076923077,63.0,0,0,,,,2024-02
HEALTH AND FAMILY WELFARE,2025-10,3y,13,13,1.0,64.6923076923077,63.0,0,0,,,,2024-02
MINES,2025-10,lifetime,3,3,1.0,20.0,12.0,0,0,,,,2017-11
MINES,2025-10,10y,2,2,1.0,12.0,12.0,0,0,,,,2017-11
MINES,2025-10,5y,0,0,,,,0,0,,,,
MINES,2025-10,3y,0,0,,,,0,0,,,,
PETROLEUM,2025-10,lifetime,302,260,0.87248322147651,19.174496644295303,18.0,0,0,,,,2024-05
PETROLEUM,2025-10,10y,220,183,0.8356164383561644,16.493150684931507,17.0,0,0,,,,2024-05
PETROLEUM,2025-10,5y,130,106,0.8217054263565892,14.51937984496124,19.0,0,0,,,,2024-05
PETROLEUM,2025-10,3y,78,57,0.7402597402597403,10.415584415584416,20.0,0,0,,,,2024-05
PORTS,2025-10,lifetime,1,1,1.0,26.0,26.0,0,0,,,,2017-05
PORTS,2025-10,10y,1,1,1.0,26.0,26.0,0,0,,,,2017-05
PORTS,2025-10,5y,0,0,,,,0,0,,,,
PORTS,2025-10,3y,0,0,,,,0,0,,,,
POWER,2025-10,lifetime,249,220,0.8835341365461847,28.04016064257028,20.0,0,0,,,,2024-04
POWER,2025-10,10y,171,155,0.9064327485380117,33.07602339181287,25.0,0,0,,,,2024-04
POWER,2025-10,5y,61,59,0.9672131147540983,37.885245901639344,28.0,0,0,,,,2024-04
POWER,2025-10,3y,21,19,0.9047619047619048,30.857142857142858,21.0,0,0,,,,2024-04
RAILWAYS,2025-10,lifetime,197,158,0.9461077844311377,67.30538922155688,48.0,0,0,,,,2024-04
RAILWAYS,2025-10,10y,148,125,0.9765625,72.1953125,48.0,0,0,,,,2024-04
RAILWAYS,2025-10,5y,84,77,0.9871794871794872,63.794871794871796,38.0,0,0,,,,2024-04
RAILWAYS,2025-10,3y,35,30,0.967741935483871,64.61290322580645,43.0,0,0,,,,2024-04
ROAD TRANSPORT & HIGHWAYS,2025-10,lifetime,66,64,1.0,41.75,40.5,0,0,,,,2013-03
ROAD TRANSPORT & HIGHWAYS,2025-10,10y,0,0,,,,0,0,,,,
ROAD TRANSPORT & HIGHWAYS,2025-10,5y,0,0,,,,0,0,,,,
ROAD TRANSPORT & HIGHWAYS,2025-10,3y,0,0,,,,0,0,,,,
ROAD TRANSPORT AND HIGHWAYS,2025-10,lifetime,304,274,0.9750889679715302,52.8220640569395,48.0,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-10,10y,297,268,0.9781021897810219,53.25912408759124,48.0,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-10,5y,215,189,0.9742268041237113,54.95360824742268,49.5,0,0,,,,2024-04
ROAD TRANSPORT AND HIGHWAYS,2025-10,3y,152,133,0.9708029197080292,50.832116788321166,50.0,0,0,,,,2024-04
SHIPPING,2025-10,lifetime,26,23,0.8846153846153846,31.307692307692307,14.0,0,0,,,,2018-03
SHIPPING,2025-10,10y,3,3,1.0,40.0,11.0,0,0,,,,2018-03
SHIPPING,2025-10,5y,0,0,,,,0,0,,,,
SHIPPING,2025-10,3y,0,0,,,,0,0,,,,
STEEL,2025-10,lifetime,45,42,0.9767441860465116,32.116279069767444,30.0,0,0,,,,2023-09
STEEL,2025-10,10y,28,28,1.0,34.07142857142857,33.5,0,0,,,,2023-09
STEEL,2025-10,5y,10,10,1.0,47.0,41.5,0,0,,,,2023-09
STEEL,2025-10,3y,2,2,1.0,71.5,71.5,0,0,,,,2023-09
TELECOMMUNICATIONS,2025-10,lifetime,61,61,1.0,34.950819672131146,29.0,0,0,,,,2020-03
TELECOMMUNICATIONS,2025-10,10y,9,9,1.0,17.88888888888889,11.0,0,0,,,,2020-03
TELECOMMUNICATIONS,2025-10,5y,0,0,,,,0,0,,,,
TELECOMMUNICATIONS,2025-10,3y,0,0,,,,0,0,,,,
UNKNOWN,2025-10,lifetime,266,13,0.04887218045112782,-18.789473684210527,-7.0,111,68,0.6126126126126126,10.878316101298577,4.632191631914936,2025-09
UNKNOWN,2025-10,10y,254,13,0.051181102362204724,-12.641732283464567,-5.0,100,63,0.63,14.624868559332358,5.8535882507118835,2025-09
